table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
postgres,public,baseline_construction_phases,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,baseline_construction_phases,version,2,'1.0'::text,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,baseline_construction_phases,phases,3,null,NO,jsonb,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,jsonb,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,baseline_construction_phases,is_active,4,true,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,baseline_construction_phases,created_at,5,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,bid_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,budget_item_id,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,description,4,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,phase_id,5,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,materials_cost,6,0,YES,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,labor_cost,7,0,YES,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,total_cost,8,null,NO,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_items,created_at,9,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_request_summary,id,1,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,project_id,2,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,user_id,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,status,4,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,request_method,5,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,requested_at,6,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,due_date,7,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,vendor_name,8,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,vendor_email,9,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,vendor_phone,10,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,rating_score,11,null,YES,numeric,null,null,2,10,1,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,trade_category_name,12,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,phase_count,13,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,phase_ids,14,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,bid_count,15,null,YES,bigint,null,null,64,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int8,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_request_summary,lowest_bid_amount,16,null,YES,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,NO
postgres,public,bid_requests,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,project_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,user_id,3,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,vendor_id,4,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,trade_category_id,5,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,phase_ids,6,null,NO,ARRAY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,_text,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,scope_title,7,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,scope_description,8,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,status,9,'not_requested'::text,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,request_method,10,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,requested_at,11,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,due_date,12,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,reminder_sent_at,13,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,expires_at,14,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,message_sent,15,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,email_subject,16,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,follow_up_count,17,0,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,17,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,user_email_account,18,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,18,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,email_thread_id,19,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,19,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,created_at,20,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,20,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bid_requests,updated_at,21,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,21,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,bid_request_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,vendor_id,3,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,project_id,4,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,total_amount,5,null,NO,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,materials_cost,6,0,YES,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,labor_cost,7,0,YES,numeric,null,null,12,10,2,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,phase_costs,8,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,jsonb,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,timeline_days,9,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,timeline_description,10,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,start_date,11,null,YES,date,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,date,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,completion_date,12,null,YES,date,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,date,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,notes,13,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,warranty_info,14,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,payment_terms,15,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,exclusions,16,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,16,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,assumptions,17,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,17,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,attachments,18,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,jsonb,null,null,null,null,18,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,status,19,'submitted'::text,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,19,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,reviewed_at,20,null,YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,20,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,reviewed_by,21,null,YES,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,21,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,rejection_reason,22,null,YES,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,22,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,is_lowest_bid,23,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,23,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,is_highest_rated_vendor,24,false,YES,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,24,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,comparison_rank,25,null,YES,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,25,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,submitted_at,26,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,26,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,created_at,27,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,27,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,bids,updated_at,28,now(),YES,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,28,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,project_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,2,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,phase_id,3,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,3,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,description,4,null,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,4,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,materials,5,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,5,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,labor,6,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,6,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,vendor,7,''::text,NO,text,null,1073741824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,text,null,null,null,null,7,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,estimated_cost,8,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,8,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,actual_cost,9,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,9,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,current_paid,10,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,10,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,due,11,0,NO,numeric,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,numeric,null,null,null,null,11,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,sort_order,12,0,NO,integer,null,null,32,2,0,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,int4,null,null,null,null,12,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,is_custom,13,false,NO,boolean,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,bool,null,null,null,null,13,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,created_at,14,now(),NO,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,14,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,budget_items,updated_at,15,now(),NO,timestamp with time zone,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,timestamptz,null,null,null,null,15,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
postgres,public,email_communications,id,1,gen_random_uuid(),NO,uuid,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,postgres,pg_catalog,uuid,null,null,null,null,1,NO,NO,null,null,null,null,null,NO,NEVER,null,YES
