id,project_id,phase_id,description,materials,labor,vendor,estimated_cost,actual_cost,current_paid,due,sort_order,is_custom,created_at,updated_at
9a154e00-0651-4479-bde8-a9e3b0c9b5be,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Gas: Permit,3154.87,2548.74,BLAST65N,5703.61,3154.87,2548.74,606.13,34,FALSE,2025-10-12 01:53:00.144686+00,2025-10-12 01:53:00.144686+00
328bcb80-2f6a-4e0f-8c7c-d456d7437541,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Plans and Specifications,3000,2500,Smith Architects,5500,5500,2750,0,2,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
3f406551-9cf1-4dcf-a815-3e9c33ea6e68,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,"Faucets, Mixing Valves, Shower Heads",100,300,"Vendor-Faucets, Mixing Valves, Shower Heads",400,550,150,400,96,FALSE,2025-10-12 02:34:00.369376+00,2025-10-12 02:34:00.369376+00
e2f94c83-ee04-4f88-9e4d-0ed488b91205,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Curtain Drains,3154.87,2548.74,DRAIN87Z,5703.61,3154.87,2548.74,606.13,47,FALSE,2025-10-12 01:53:41.395555+00,2025-10-12 01:53:41.395555+00
f5abf45c-576d-4e95-bec9-5a02e6ddccca,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,"Permits: Zoning, Building, Environmental, Other",100,300,Ve,400,550,150,400,3,FALSE,2025-10-07 01:53:15.385593+00,2025-10-07 01:53:15.385593+00
ee02089c-f342-45c1-8be5-632f0a607dd6,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,"Plantings, Landscaping",100,300,"Vendor-Plantings, Landscaping",400,550,150,400,54,FALSE,2025-10-12 02:33:50.867192+00,2025-10-12 02:33:50.867192+00
58e09fac-5e7f-4284-b5c9-8bf8985bac0d,faa2ce97-f51f-4379-a198-94f71aacc514,concrete-slabs,Slabs: Foundation,3154.87,2548.74,SUMPP09L,5703.61,3154.87,2548.74,606.13,59,FALSE,2025-10-12 01:53:00.29708+00,2025-10-12 01:53:00.29708+00
8a822ccd-88d3-437c-8b99-9394c439403e,faa2ce97-f51f-4379-a198-94f71aacc514,under-slab-services,Sub-Slab Vapor Barrier,4125.69,1987.45,DAMP43P,6113.14,4125.69,1987.45,2138.24,63,FALSE,2025-10-09 22:55:34.616319+00,2025-10-09 22:55:34.616319+00
71babde0-f371-4582-964e-95672c74421b,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,"Dampproofing, Waterproofing",100,300,"Vendor-Dampproofing, Waterproofing",400,550,150,400,67,FALSE,2025-10-12 02:33:53.925236+00,2025-10-12 02:33:53.925236+00
3dc30c3c-b86c-409a-83ec-25b865720afc,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,"Steel/Wood Carrying Beam, Lolly columns",100,300,"Vendor-Steel/Wood Carrying Beam, Lolly columns",400,550,150,400,73,FALSE,2025-10-12 02:33:55.334579+00,2025-10-12 02:33:55.334579+00
f3479d97-31c7-45c4-bcdc-6dc9a64596b4,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,"Exterior & Interior Walls, Rough Stairs",100,300,"Vendor-Exterior & Interior Walls, Rough Stairs",400,550,150,400,75,FALSE,2025-10-12 02:33:55.664875+00,2025-10-12 02:33:55.664875+00
67aebc67-8d9c-4adc-9982-6a64ff29b1d5,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Faucets,4125.69,1987.45,ALARM10Z,6113.14,4125.69,1987.45,2138.24,97,FALSE,2025-10-12 01:53:00.863912+00,2025-10-12 01:53:00.863912+00
d57f9c9c-982a-4e99-b57e-4d36f318d6f3,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,"Devices: outlets, switches, dimmers",100,300,"Vendor-Devices: outlets, switches, dimmers",400,550,150,400,102,FALSE,2025-10-12 02:34:02.231669+00,2025-10-12 02:34:02.231669+00
c9016d04-095f-4ec3-9207-fdfabcdcea57,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Survey,1478.9,8745.21,surv,10224.11,2874.52,1215.89,1658.63,5,FALSE,2025-10-10 01:34:49.990514+00,2025-10-10 01:34:49.990514+00
78d6a940-8ee3-4fe2-b51b-f946f5bca6fb,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Financing Costs,2145.87,3154.87,TE,5300.74,2548.74,1987.45,561.29,8,FALSE,2025-10-10 01:19:42.493088+00,2025-10-10 01:19:42.493088+00
91c39294-756a-48e2-a29f-926fb203c82c,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Temporary Power,3154.87,2548.74,POWER67V,5703.61,3154.87,2548.74,606.13,21,FALSE,2025-10-12 01:53:35.954112+00,2025-10-12 01:53:35.954112+00
8a65dd78-a234-4257-8562-d9b299e96c6a,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Septic Permits,1,254.87,WELL55D,2,345.89,3,342.89,27,FALSE,2025-10-12 01:52:59.235639+00,2025-10-12 01:52:59.235639+00
2b3dc93d-caf6-4adc-b426-afdf7d3aeeeb,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,"Countertops, Backsplash",100,300,"Vendor-Countertops, Backsplash",400,550,150,400,110,FALSE,2025-10-12 02:34:05.27424+00,2025-10-12 02:34:05.27424+00
1ec7da40-9fb5-4870-9614-ed709f9033ce,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,"Range, Cooktop",100,300,"Vendor-Range, Cooktop",400,550,150,400,112,FALSE,2025-10-12 02:34:05.678607+00,2025-10-12 02:34:05.678607+00
f2fa2cd5-5424-47c6-a53b-1cfbc7c7d003,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Post frame installation labor,1,987.45,Test,1,500,1,499,159,FALSE,2025-10-10 01:56:19.092695+00,2025-10-10 01:56:19.092695+00
85f9f154-15e6-436d-b956-fe0a0a9ba3ee,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Plan Review,200,100,,300,300,300,0,3,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
02878c6a-3c6f-4a4f-9870-3445593d7be7,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Engineering Fees,1500,1000,Jones Engineering,2500,2600,2600,0,4,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
5ce35942-0d58-41de-afda-de2d3ffd3ee4,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,"Permits: Zoning, Building, Environmental, Other",1200,0,County Building Dept,1200,1200,1200,0,5,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
44671444-09a0-42bb-a17b-80276f5aef63,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Impact Fee,500,0,,500,500,500,0,6,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
536617f3-e93c-4e74-8fd4-38d5991d5c9d,8a1449f9-6f73-40ea-9df0-47d7529f83a1,foundation,Erosion control,200,300,Site Services,500,500,0,0,138,FALSE,2025-10-30 00:47:00.954316+00,2025-10-30 00:47:00.954316+00
a28fc2d1-da71-466c-a441-7b4573dedf19,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Legal Fees,800,0,Brown Law,800,800,800,0,7,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
9459f1d5-28d2-47da-8356-407e70abb37c,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Administrative Costs,300,0,,300,300,300,0,8,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
42564feb-5c6e-4d92-9fd2-d2eed7355da6,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Financing Costs,2000,0,First Bank,2000,2100,2100,0,9,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
88c830f6-b138-4709-94d6-acc5d1829c90,8a1449f9-6f73-40ea-9df0-47d7529f83a1,pre-construction,Insurance,1500,0,State Farm,1500,2000,2000,0,10,FALSE,2025-10-30 00:44:05.906361+00,2025-10-30 00:44:05.906361+00
f0c3e94e-783e-4909-88bc-eb3aa51e6f1e,8a1449f9-6f73-40ea-9df0-47d7529f83a1,foundation,Exterior Foundation Insulation,900,600,Insulation Co,1500,1500,1500,0,68,FALSE,2025-10-30 00:47:00.954316+00,2025-10-30 00:47:00.954316+00
fb90f143-e6bb-42bd-845c-a53bb0c2de89,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Blasting,0,0,,0,0,0,0,21,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
c465c7ab-0ad7-4516-8d8b-413337de55c5,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Ponds,0,0,,0,0,0,0,32,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
632351e6-ce3d-4cc2-90ba-0c8bac29c6a8,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Other Site Drainage,0,0,,0,0,0,0,33,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
37988a9e-56c3-455c-b320-6781d15e9d89,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Scaffolding Rental,1,254.87,SCAF77X,2,345.89,3,342.89,23,FALSE,2025-10-12 01:53:36.40712+00,2025-10-12 01:53:36.40712+00
2709a0dc-3c37-4899-9ab3-6576e5cd8e74,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,Phone,2,345.89,KITCH65E,4,125.69,6,119.69,101,FALSE,2025-10-12 01:53:01.160561+00,2025-10-12 01:53:01.160561+00
aabba0e0-4f8f-473a-a391-234a4c52297e,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,Ductwork,1,987.45,SIDE33M,3,154.87,5,149.87,107,FALSE,2025-10-12 01:53:01.730581+00,2025-10-12 01:53:01.730581+00
743edc6d-4ddb-4d00-9ed0-24c91096c679,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,"Exterior Paint, Stain, Caulk",100,300,"Vendor-Exterior Paint, Stain, Caulk",400,550,150,400,123,FALSE,2025-10-12 02:34:08.228877+00,2025-10-12 02:34:08.228877+00
6474059e-ec99-46c6-910b-096a9335dadf,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Exterior Paint,3154.87,2548.74,WALLIN22F,5703.61,3154.87,2548.74,606.13,124,FALSE,2025-10-12 01:53:02.33788+00,2025-10-12 01:53:02.33788+00
c55aa5dc-7462-4c37-8cbd-5bab66f52f57,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,"Low-voltage/security rough-in (cameras, alarm, data rack)",100,300,"Vendor-Low-voltage/security rough-in (cameras, alarm, data rack)",400,550,150,400,149,FALSE,2025-10-12 02:34:12.567084+00,2025-10-12 02:34:12.567084+00
c302912a-c752-42e4-b871-4c3b28f12f27,8a1449f9-6f73-40ea-9df0-47d7529f83a1,rough-framing,"Exterior & Interior Walls, Rough Stairs",8000,10000,Framing Crew,18000,0,0,0,73,FALSE,2025-10-30 00:48:00.433861+00,2025-10-30 00:48:00.433861+00
43d208b4-8d0b-4a43-91e7-bd806a96ffb9,8a1449f9-6f73-40ea-9df0-47d7529f83a1,rough-framing,Sheathing and/or Subflooring,4000,3000,Framing Crew,7000,0,0,0,74,FALSE,2025-10-30 00:48:00.433861+00,2025-10-30 00:48:00.433861+00
af35c794-1c3d-4431-9aab-46729427adda,8a1449f9-6f73-40ea-9df0-47d7529f83a1,rough-framing,Roof Framing/Trusses,5000,4000,Truss Company,9000,0,0,0,75,FALSE,2025-10-30 00:48:00.433861+00,2025-10-30 00:48:00.433861+00
5da9943a-a70f-44b4-b89d-98ca53a3eec9,8a1449f9-6f73-40ea-9df0-47d7529f83a1,rough-framing,Subfascia,300,400,Framing Crew,700,0,0,0,76,FALSE,2025-10-30 00:48:00.433861+00,2025-10-30 00:48:00.433861+00
56ee19c1-18da-4829-8dd5-550285a37dd7,8a1449f9-6f73-40ea-9df0-47d7529f83a1,rough-framing,Steel Framing Connectors,400,200,Hardware Supply,600,0,0,0,77,FALSE,2025-10-30 00:48:00.433861+00,2025-10-30 00:48:00.433861+00
4ce3d85a-e1c3-4bf7-98a2-fe4897d9f2c5,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,All Inclusive,0,0,,12000,0,0,0,0,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
50adf992-0254-470d-b2a1-4004be395617,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Garage Slab,2000,1500,Concrete Co,3500,0,0,0,160,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
c2455b19-f503-4252-a4a8-d51fe59941ad,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Porch Slab,800,600,Concrete Co,1400,0,0,0,159,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
c9d8a38f-01b6-4a78-871b-73d50d6ce1ba,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Sidewalks,600,500,Concrete Co,1100,0,0,0,161,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
58e8cc95-3145-4e7b-8fe2-2f8b1a585a07,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Concrete pump,0,500,Concrete Pumping,500,0,0,0,141,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
0f74c07e-d946-4a59-8601-72faed5549e8,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Footings/Pads,1000,800,Concrete Co,1800,0,0,0,55,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
9b7570b8-58d9-4d0f-8236-d269d0a094c0,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Driveway,3000,2000,Concrete Co,5000,0,0,0,124,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
8479b3dd-c794-47f9-92f1-814a891ea41f,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Other Flatwork,500,400,Concrete Co,900,0,0,0,125,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
fab5219c-58f3-4a0e-9cf9-bf1b3c942ffc,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Deck Footings,400,300,Concrete Co,700,0,0,0,121,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
9006ba27-2ddf-4288-a3ac-0d40c85e4848,8a1449f9-6f73-40ea-9df0-47d7529f83a1,concrete-slabs,Patio,1500,1200,Concrete Co,2700,0,0,0,162,FALSE,2025-10-30 00:49:24.740542+00,2025-10-30 00:49:24.740542+00
ceaeeeed-a080-431d-8bcc-a7c7a7080592,8a1449f9-6f73-40ea-9df0-47d7529f83a1,roofing,"Nails, Screws, Fasteners",200,0,Hardware Supply,200,0,0,0,79,FALSE,2025-10-30 00:49:41.78172+00,2025-10-30 00:49:41.78172+00
d5469d4a-6c3a-4689-a595-0e116ed2b52f,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Job-Site Security,200,0,,200,210,210,0,12,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
c002ed86-7df1-4b16-825c-d301fe3fa237,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Clear Lot,0,2500,Land Clearing LLC,2500,3500,3000,0,14,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
ca56f309-29ee-44a4-adf7-fa3843087396,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Dumpster & Removal,400,0,Waste Management,400,300,200,0,15,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
f623c13e-09a4-4c2b-ac7a-43d7c8403abd,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Job-Site Access,500,1000,Driveway Co,1500,1500,1500,0,11,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
d6a7a1b6-8b51-4ebc-8c51-3fa26b704602,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Storage On Site,150,0,Storage Rental,150,150,150,0,16,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
64154e2c-3da8-46f8-9ebe-e3b10bedb6de,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Temporary Heat,100,0,,100,200,200,0,19,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
ccb2d5b8-6358-48b3-9bca-96f0647916b8,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Portable Toilet,200,0,PortaPotty Inc,200,210,210,0,17,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
3a927f67-c9d6-4cf3-8a21-06f22a4c0251,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Temporary Power,300,200,Electric Co,500,500,500,0,18,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
a25df026-6732-4717-ae14-34ccb586716b,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Compaction,0,500,Excavation Pro,500,510,510,0,28,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
d75251a9-13e5-4841-b0d0-cb9fcedd86fd,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Cut & Fill,0,3000,Excavation Pro,3000,3000,3000,0,20,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
a64926da-d604-43ca-a377-8f35c13d974a,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Removal Of Stone/Dirt,500,1000,Excavation Pro,1500,1500,1500,0,22,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
11959aec-fa6d-4c45-8797-eca0fce763eb,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Rough Grading,0,2000,Grading Services,2000,2000,2000,0,23,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
a64b5b05-2a19-4886-b088-fbe311c1d105,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Trenching For Utility Hookups,200,800,Utility Trenching,1000,1110,1000,0,24,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
6a8c16db-de37-482d-b741-c615277ed811,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Foundation Excavation,0,3500,Excavation Pro,3500,3500,3000,0,25,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
96144dad-a384-4138-b345-4c786b0b7c03,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Foundation Footing Drains,400,600,Drainage Inc,1000,1000,1000,0,26,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
5bc3855f-7799-4c8f-8b82-b1cfe7414262,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Backfill,0,800,Excavation Pro,800,820,820,0,27,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
6609b226-fdad-4bff-b14a-49bb45faa9fe,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Curtain Drains,300,700,Drainage Inc,1000,1500,1500,0,29,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
ed067a17-1b65-4f50-9b55-4417345b9b9d,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Swales,0,400,Grading Services,400,300,300,0,30,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
6fb0e013-1471-4a1b-b8f0-435641593276,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Retaining Walls,2000,3000,Wall Masters,5000,5000,5000,0,31,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
bf80d071-9fda-46ef-a008-5454cdd8a2c6,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Topsoil,800,400,Landscape Supply,1200,1200,1200,0,34,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
a2953d2a-383f-474a-8480-ccc04d91acd3,8a1449f9-6f73-40ea-9df0-47d7529f83a1,site-prep-excavation,Finish Grading,0,1500,Grading Services,1500,1400,1400,0,35,FALSE,2025-10-30 00:45:35.625426+00,2025-10-30 00:45:35.625426+00
6a8fc3ca-27f2-4b4c-8756-4c1d7b2ea0e8,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Tool/Equipment Rental,2,345.89,EQUIP99Y,4,125.69,6,119.69,24,FALSE,2025-10-12 01:53:36.659042+00,2025-10-12 01:53:36.659042+00
c893d786-bbc9-4ce2-b444-b91cf3a2c303,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Insurance,1,254.87,INSURE20S,2,345.89,3,342.89,11,FALSE,2025-10-12 01:53:33.185309+00,2025-10-12 01:53:33.185309+00
5383df69-5ebc-4b80-9c12-a66cb25e9590,8a1449f9-6f73-40ea-9df0-47d7529f83a1,roofing,All Inclusive,0,0,,12000,0,0,0,0,FALSE,2025-10-30 00:49:41.78172+00,2025-10-30 00:49:41.78172+00
283085f8-737c-442b-aa27-4ebc888e1d4a,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Piers,1,987.45,BLKH98K,3,154.87,5,149.87,58,FALSE,2025-10-12 01:53:43.688491+00,2025-10-12 01:53:43.688491+00
b79cba6e-560f-4f6a-b3dd-f05974959c78,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Impact Fee,3,458.74,VNDR258A,2,145.87,5,140.87,6,FALSE,2025-10-12 01:53:31.262671+00,2025-10-12 01:53:31.262671+00
0e211a90-6d29-412b-a8bc-8cc41bc987e1,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Job-Site Security,2548.74,1254.87,SECURE63Q,3803.61,2548.74,1254.87,1293.87,16,FALSE,2025-10-12 01:53:34.472438+00,2025-10-12 01:53:34.472438+00
6d9c35b1-6336-44c5-887f-488062d2ef59,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Soil & Perc Tests,4125.69,1987.45,SOIL11Z,6113.14,4125.69,1987.45,2138.24,25,FALSE,2025-10-12 01:53:37.011071+00,2025-10-12 01:53:37.011071+00
8eec0b3a-1afe-46ac-a0d6-790f0bc7f7cb,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,Septic System Design,500,300,Septic Design Inc,800,800,800,0,43,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
f895f694-3aeb-4cdb-a0da-d5b6b04fb27a,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Job-Site Access,3154.87,2548.74,ACCESS21P,5703.61,3154.87,2548.74,606.13,15,FALSE,2025-10-12 01:53:34.238903+00,2025-10-12 01:53:34.238903+00
f9750d08-82ef-4eb1-8a40-7a4ed51051b7,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Dumpster & Removal,1,254.87,TRASH19R,2,345.89,3,342.89,17,FALSE,2025-10-12 01:53:34.842602+00,2025-10-12 01:53:34.842602+00
fff67483-c3cf-4127-bbb3-3c0f55d5ecf6,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Clear Lot,2,345.89,CLEAR88S,4,125.69,6,119.69,18,FALSE,2025-10-12 01:53:35.125942+00,2025-10-12 01:53:35.125942+00
02b821b1-d44d-4306-ad5e-65c0df1e8534,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Temporary Heat,2548.74,1254.87,HEAT44W,3803.61,2548.74,1254.87,1293.87,22,FALSE,2025-10-12 01:53:36.130462+00,2025-10-12 01:53:36.130462+00
e3483e9e-35bb-456a-acdb-c00eb1a4d5b5,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Portable Toilet,1,987.45,TOILET33U,3,154.87,5,149.87,20,FALSE,2025-10-12 01:53:35.567915+00,2025-10-12 01:53:35.567915+00
